Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
2015 Lexus Rx 350 for sale,"1,700,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Mombasa,1288
2003 ToyKisumu Venza,"1,800,000",ToyKisumu,Venza,2003,Foreign,Automatic,,Petrol,,Eldoret,74405
ToyKisumu Highlander,"1,500,000",ToyKisumu,Prado,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
2002 ToyKisumu Matrix,"1,600,000",ToyKisumu,Matrix,2002,Foreign,Automatic,,Petrol,,Eldoret,74580
ToyKisumu prado,"2,000,000",ToyKisumu,Prado,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
ToyKisumu avensis 2010,"1,000,000",ToyKisumu,Avensis,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
clean tokunbo Lexus gx460 2020,"25,000,000",Lexus,GX,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
Lexus gx 350in,"1,500,000",Lexus,GX,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
clean 2015 ToyKisumu sienna,"2,500,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
2014 Mercedes Benz c class,"1,000,000",Mercedes,C -class,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
clean Audi a8 quatro,"1,000,000",Audi,A8,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
2015 ToyKisumu Corolla,"2,000,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
2015 ToyKisumu Corolla ,"1,500,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
ToyKisumu Camry 2015,"2,000,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
brand new 2014 ToyKisumu Avalon ,"1,000,000",ToyKisumu,Avalon,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
CLEAN LEXUS RX350,"2,000,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Mombasa,19567
2005 Mercedes-Benz C240 Wagon Automatic Foreign Used,"2,500,000",Mercedes,C -class,2005,Foreign,Automatic,,Petrol,,Eldoret,252958
toyKisumu previa 1998,"1,050,000",ToyKisumu,Previa,2002,Foreign,Automatic,,Petrol,,Kisumu,2129
ToyKisumu Highlander For Sale,"1,250,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Mombasa,2000
ToyKisumu Camry For Sale At Affordable Price,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,1200
ToyKisumu Solara For Sale At Affordable Price,"1,000,000",ToyKisumu,Solara,2002,Foreign,Automatic,,Petrol,,Kisumu,1000
Lexus RX 300 For Sale At Affordable Price,"1,000,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Mombasa,1000
ToyKisumu Sienna For Sale At Affordable Price,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Thika,1000
ToyKisumu Camry For Sale At Affordable Price,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Kisumu,1000
ToyKisumu Camry For Sale,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,1700
Tokunbo 2008 / 2009 ToyKisumu Camry Sport,"2,550,000",ToyKisumu,Camry,2009,Foreign,Automatic,,Petrol,,Eldoret,4780
CLEAN LEXUS RX350,"2,000,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Mombasa,22453
foreign used ToyKisumu venza 2008 Model for sale buy and drive,"1,600,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Mombasa,124536
This is a clean Tokunbo ToyKisumu Venza for sale.,"1,700,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Nairobi,586935
foreign used ToyKisumu venza 2008 Model for sale,"1,600,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Meru,463978
Volkswagen Golf,"1,000,000",Volkswagen,Golf,2002,Foreign,Automatic,,Petrol,,Kisumu,180
ToyKisumu matrix,"1,150,000",ToyKisumu,Matrix,2002,Foreign,Automatic,,Petrol,,Kisumu,2401
ToyKisumu Corolla ,"1,970,000",ToyKisumu,Camry,2004,Foreign,Automatic,,Petrol,,Machakos,254100
Volkswagen Golf 4 ,"1,180,000",Volkswagen,Golf,2002,Foreign,Automatic,,Petrol,,Eldoret,25400
"Honda Accord CrossTour 2010, Automatic","2,000,000",Honda,Accord,2004,Foreign,Automatic,,Petrol,,Eldoret,47804
"ToyKisumu Highlander 2012, Automatic","2,000,000",ToyKisumu,Highlander,2003,Foreign,Automatic,,Petrol,,Eldoret,36480
"ToyKisumu Camry 2008, Automatic ","1,600,000",ToyKisumu,Camry,2003,Foreign,Automatic,,Petrol,,Eldoret,47505
"ToyKisumu Highlander 2010, Automatic","1,900,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Eldoret,74850
2008 toyKisumu camry,"1,900,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,3059
2012 toyKisumu highlander ,"1,400,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
ToyKisumu RAV4 For Sale At Affordable Price,"1,200,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Thika,2000
2013 toyKisumu camry,"1,400,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,3009
ToyKisumu Hiace,"1,100,000",ToyKisumu,Hiace,2002,Foreign,Automatic,,Petrol,,Kisumu,200
ToyKisumu Hiace.,"1,100,000",ToyKisumu,Hiace,2002,Foreign,Automatic,,Petrol,,Kisumu,200
toyKisumu corolla 2012 Model Model ,"1,500,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Thika,76
"Tokunbo ToyKisumu Sienna XLE - 2005

","1,200,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,76
ToyKisumu Corolla For sale at Affordable Price,"1,100,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Eldoret,1000
ToyKisumu RAV4 For sale at Affordable Price,"1,200,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Naivasha,1200
ToyKisumu Camry For Sale At Affordable Price,"1,100,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Mombasa,1100
Lexus RX 330 2006 For sale at Affordable Price,"1,300,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Naivasha,2000
ToyKisumu Sienna For sale at Affordable Price,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Mombasa,1300
ToyKisumu Tacoma For sale at Affordable Price,"1,300,000",ToyKisumu,Tacoma,2002,Foreign,Automatic,,Petrol,,Mombasa,1200
ToyKisumu Sienna For sale at Affordable Price,"1,200,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Thika,1100
ToyKisumu Highlander For sale at Affordable Price,"1,250,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Kisumu,1000
ToyKisumu Avensis,"1,100,000",ToyKisumu,Avensis,2002,Foreign,Automatic,,Petrol,,Kisumu,270
2004 ToyKisumu Camry is full of options buy and drive ,"1,100,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
2005 ToyKisumu sienna is full of options buy and drive ,"1,100,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Naivasha,1000
"Mercedes Benz Gle 450

for sale","2,000,000",Mercedes,GL -class,2003,Foreign,Automatic,,Petrol,,Eldoret,140
2004 ToyKisumu Camry is full of options buy and drive ,"1,100,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,1000
Mercedes GLE 450 for sale,"2,100,000",Mercedes,GL -class,2002,Foreign,Automatic,,Petrol,,Eldoret,140
2002 ToyKisumu Camry is full of options buy and drive ,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Kisumu,1000
2006 ToyKisumu Camry is full of options buy and drive ,"1,250,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
Mercedes-benz GLE 350 for sale,"2,000,000",Mercedes,GL -class,2005,Foreign,Automatic,,Petrol,,Nairobi,140
ToyKisumu Highlander,"1,200,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Naivasha,3601
2009 ToyKisumu Camry is full of options buy and drive ,"1,400,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,1000
2006 ToyKisumu rav4 is full of options buy and drive ,"1,200,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Naivasha,1000
2005 ToyKisumu Corolla is full of options buy and drive ,"1,100,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,1000
2000 Lexus rx300 is full of options buy and drive ,"1,200,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Kisumu,1000
ToyKisumu Corolla blue,"1,350,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Thika,85000
ToyKisumu highlander 2006 ,"3,500,000",ToyKisumu,Highlander,2007,Foreign,Automatic,,Petrol,,Eldoret,13000
2006 ToyKisumu Corolla is full of options ,"1,100,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Kisumu,1000
2003 Lexus es330 is full of options ,"1,300,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
direct tukubo Nissan micra for sale,"1,000,000",Nissan,Micra,2002,Foreign,Automatic,,Petrol,,Nairobi,23255
direct Honda CR-V 2008 for sale,"1,100,000",Honda,CR-V,2002,Foreign,Automatic,,Petrol,,Runner,35625
toyKisumu corolla 2003,"1,000,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Kisumu,1230
TOYKisumu CAMRY 2007 ,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Kisumu,4700
toyKisumu rav4 2004,"1,050,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Eldoret,42000
Honda Ridgeline 2006 Model,"4,000,000",Honda,Ridgeline,2006,Foreign,Automatic,,Petrol,,Meru,174000
toyKisumu sienna 2008 ,"1,600,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,2111
toyKisumu corolla 2005,"1,150,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Kisumu,2311
foreign used ToyKisumu venza 2008 Model for sale,"1,700,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Meru,123456
Clean ToyKisumu camry ,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,24564
Mazda Mpv,"1,150,000",Mazda,MPV,2001,Foreign,Automatic,,Petrol,,Mombasa,260
ToyKisumu Avensis,"1,100,000",ToyKisumu,Avensis,2001,Foreign,Automatic,,Petrol,,Thika,196
Lexus RX 330,"3,200,000",Lexus,RX,2005,Foreign,Automatic,,Petrol,,Eldoret,196
Lexus RX 330,"3,200,000",Lexus,RX,2005,Foreign,Automatic,,Petrol,,Eldoret,196
ToyKisumu Solora,"1,700,000",ToyKisumu,Solara,2001,Foreign,Automatic,,Petrol,,Kisumu,196
ToyKisumu Sienna,"1,100,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Kisumu,160
ToyKisumu Camry,"1,100,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Meru,196
ToyKisumu Corrola,"1,000,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,219
toyKisumu camry 2008,"1,300,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,2311
toyKisumu sienna 2004,"1,100,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,1244
foreign used ToyKisumu venza 2008 Model for sale buy and drive,"1,500,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Nairobi,254639
foreign used ToyKisumu venza 2008 Model for sale buy and drive,"1,400,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Mombasa,452369
2007 Clean ToyKisumu Solara Very Neat,"1,000,000",ToyKisumu,Solara,2002,Foreign,Automatic,,Petrol,,Eldoret,354211
Lexus ES330,"2,000,000",Lexus,ES,2003,Foreign,Automatic,,Petrol,,Eldoret,1821
2006 toyKisumu sienna xle,"1,400,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Mombasa,3003
2008 toyKisumu matrix,"1,100,000",ToyKisumu,Matrix,2002,Foreign,Automatic,,Petrol,,Eldoret,3008
2002 ToyKisumu Camry is full of options ,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Nairobi,1000
2008 ToyKisumu corolla,"2,500,000",ToyKisumu,Corolla,2008,Foreign,Automatic,,Petrol,,Eldoret,98
1998 ToyKisumu picnic,"1,000,000",ToyKisumu,Picnic,2002,Foreign,Automatic,,Petrol,,Thika,147
2005 Suzuki super carry,"1,000,000",Suzuki,Super Carry,2002,Foreign,Manual,,Petrol,,Kisumu,382
2001 ToyKisumu Camry,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,376
2007 . NISSAN ALMERA ,"1,000,000",Nissan,Almera,2002,Foreign,Automatic,,Petrol,,Thika,1242
1998 ToyKisumu Sienna,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Naivasha,1223
2004 ToyKisumu Avalon,"1,000,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Kisumu,242
clean tokunbo ToyKisumu Avalon for sale,"2,000,000",ToyKisumu,Avalon,2007,Foreign,Automatic,,Petrol,,Eldoret,5000
2005 ToyKisumu rav4 is full of options ,"1,000,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
ToyKisumu Avalon for sale at affordable price,"2,000,000",ToyKisumu,Avalon,2006,Foreign,Automatic,,Petrol,,Thika,5000
2007 toyKisumu highlander ,"1,000,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Eldoret,3075
2018 NISSAN LEAF S,"1,800,000",Nissan,Leaf,2002,Foreign,Automatic,,Petrol,,Thika,2718
ToyKisumu yaris for sales at an affordable price ,"2,000,000",ToyKisumu,Yaris,2007,Foreign,Automatic,,Petrol,,Meru,5000
2004 ToyKisumu Camry is full of options ,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
2002 ToyKisumu picnic is full of options ,"1,000,000",ToyKisumu,Picnic,2002,Foreign,Automatic,,Petrol,,Kisumu,1000
TOYKisumu 2009 Camry for sale,"1,250,000",ToyKisumu,Camry,2003,Foreign,Automatic,,Petrol,,Kisumu,45888
ToyKisumu Camry 2004 is full of options ,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,1000
2008 Lexus es 350 ,"1,400,000",Lexus,ES,2001,Foreign,Automatic,,Petrol,,Eldoret,3009
2004 ToyKisumu sienna is full of options ,"1,100,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Kisumu,1000
Lexus RX for sale at affordable price,"2,000,000",Lexus,RX,2009,Foreign,Automatic,,Petrol,,Kisumu,5000
ToyKisumu Camry for sale at affordable price,"2,000,000",ToyKisumu,Camry,2005,Foreign,Automatic,,Petrol,,Thika,5000
clean tokunbo Lexus RX for sale at affordable price call or whatsap me,"2,000,000",Lexus,RX,2007,Foreign,Automatic,,Petrol,,Eldoret,5000
clean tokunbo ToyKisumu 4 runner for sale,"2,000,000",ToyKisumu,4runner,2004,Foreign,Automatic,,Petrol,,Thika,5000
2010 Nissan amarnda,"1,400,000",Nissan,Altima,2001,Foreign,Automatic,,Petrol,,Meru,3008
clean ToyKisumu Camry for sale at affordable price,"2,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,5000
2003 TOYKisumu COROLLA CE,"1,150,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Meru,299999
2003 Lexus es330 is full of options ,"1,300,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
2005 ToyKisumu Corolla is full of options ,"1,000,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,1000
2013 hyundai sonata,"1,400,000",Hyundai,Sonata,2002,Foreign,Automatic,,Petrol,,Thika,3097
2004 ToyKisumu Camry is full of options ,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
2005 ToyKisumu rav4 is full of options ,"1,100,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Kisumu,2000
2002 ToyKisumu venza is full of options ,"2,500,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
2010 hyundai sonata,"1,100,000",Hyundai,Sonata,2001,Foreign,Automatic,,Petrol,,Eldoret,3009
2004 toyKisumu camry big daddy ,"1,100,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Eldoret,3006
Direct tokunbo ToyKisumu Hiace bus for sale,"1,850,000",ToyKisumu,Hiace,2002,Foreign,Automatic,,Petrol,,Mombasa,6757
Mercedes Benz glk 2015,"5,000,000",Mercedes,GLK -class,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
Mercedes Benz glk 2015,"5,000,000",Mercedes,GLK -class,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
Mercedes Benz es350 2010,"1,000,000",Mercedes,E -class,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
BMW x7 2018,"2,500,000",BMW,7,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
Lexus es 350 2008,"1,000,000",Lexus,ES,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
"ToyKisumu Highlander 2004, Automatic","1,800,000",ToyKisumu,Highlander,2004,Foreign,Automatic,,Petrol,,Eldoret,47850
"Lexus RX 2003, Automatic","2,600,000",Lexus,RX,2003,Foreign,Automatic,,Petrol,,Eldoret,25000
2003 ToyKisumu matrix is full of options ,"1,000,000",ToyKisumu,Matrix,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
"Honda Accord 2001, Automatic","1,600,000",Honda,Accord,2001,Foreign,Automatic,,Petrol,,Eldoret,74805
2018 Mercedes Benz E300 for sale,"12,000,000",Mercedes,E -class,2002,Foreign,Automatic,,Petrol,,Thika,8542
2012 Mercedes Benz e350 4matic for sale,"2,000,000",Mercedes,E -class,2002,Foreign,Automatic,,Petrol,,Nairobi,52563
2004 toyKisumu camry big daddy ,"1,100,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Meru,3000
well used 2010 toyKisumu venza for sale,"1,690,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Meru,25634
toks 2013 toyKisumu venza,"1,580,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Eldoret,85463
2014 toyKisumu venza for sale,"1,850,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Nairobi,25463
Volkswagen Golf 2003,"1,000,000",Volkswagen,Golf,2003,Foreign,Automatic,,Petrol,,Eldoret,25000
ToyKisumu,"2,050,000",ToyKisumu,Camry,2008,Foreign,Automatic,,Petrol,,Machakos,125000
2010 ToyKisumu Corolla,"2,000,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Eldoret,125188
2004 toyKisumu sienna,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Thika,3000
ToyKisumu,"1,600,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Eldoret,85000
2002 TOYKisumu SIENNA LE,"1,100,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Thika,202923
2010 TOYKisumu TACOMA ACCESS CAB ,"1,800,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Kisumu,198862
2008 TOYKisumu SIENNA CE,"1,150,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Thika,147
2008 TOYKisumu SIENNA CE,"1,150,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,147
2009 TOYKisumu CAMRY ,"1,500,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Meru,12345
2009 TOYKisumu CAMRY,"1,500,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Naivasha,12468
2006 LEXUS RX 330 |,"1,200,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Thika,12423
2006 LEXUS RX 330 |,"1,200,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,12423
2006 LEXUS RX 330 ,"1,200,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Nairobi,12422
"Mercedes-Benz ML 2001, Automatic","2,200,000",Mercedes,ML -class AMG,2001,Foreign,Automatic,,Petrol,,Eldoret,74508
2002 Lexus rx300 is full of options ,"1,100,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Thika,1000
2002 ToyKisumu ,"1,300,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,47056
2010 ToyKisumu Venza,"2,000,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Eldoret,12158
"ToyKisumu Venza 2002, Automatic, 2.5 litres","2,000,000",ToyKisumu,Venza,2003,Foreign,Automatic,,Petrol,,Eldoret,74085
2004 ToyKisumu sienna is full of options ,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
"ToyKisumu Sienna 2002, Automatic","1,900,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,78405
2010 ToyKisumu highlander is full of options ,"1,200,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Kisumu,2000
2015 ToyKisumu Corolla,"3,000,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Eldoret,12000
Lexus rx350 is full of options ,"2,000,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,2000
2005 ToyKisumu Corolla is full of options ,"1,000,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,1000
clean ToyKisumu Avalon for sale,"2,000,000",ToyKisumu,Avalon,2006,Foreign,Automatic,,Petrol,,Thika,5000
2005 ToyKisumu rav4 is full of options ,"1,000,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Eldoret,1000
toyKisumu solara for sale ,"2,000,000",ToyKisumu,Solara,2008,Foreign,Automatic,,Petrol,,Nairobi,5000
2011 ToyKisumu highlander is full of options ,"1,500,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Nairobi,2000
toyKisumu sienna for sale at good rate,"1,500,000",ToyKisumu,Sienna,2003,Foreign,Automatic,,Petrol,,Thika,5000
"ToyKisumu Highlander 2001, Automatic","1,600,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Eldoret,25000
toyKisumu camry for sale at good rate,"1,500,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Mombasa,5000
ToyKisumu Corolla le for sale at an affordable price,"2,000,000",ToyKisumu,Corolla,2008,Foreign,Automatic,,Petrol,,Eldoret,5000
Clean ToyKisumu Sienna,"1,200,000",ToyKisumu,Sienna,2004,Foreign,Automatic,,Petrol,,Eldoret,798412
Clean Lexus Rx 300,"1,200,000",Lexus,RX,2004,Foreign,Automatic,,Petrol,,Eldoret,798412
Clean ToyKisumu Solara,"1,000,000",ToyKisumu,Solara,2003,Foreign,Automatic,,Petrol,,Eldoret,897351
Clean ToyKisumu Rav4 2002,"1,000,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Eldoret,879641
Clean ToyKisumu Camry,"1,000,000",ToyKisumu,Camry,2004,Foreign,Automatic,,Petrol,,Eldoret,796542
Clean ToyKisumu Corolla Sport,"1,000,000",ToyKisumu,Corolla,2004,Foreign,Automatic,,Petrol,,Eldoret,892435
Clean ToyKisumu Corolla,"1,000,000",ToyKisumu,Corolla,2004,Foreign,Automatic,,Petrol,,Eldoret,798654
Clean Lexus es 300,"1,200,000",Lexus,ES,2003,Foreign,Automatic,,Petrol,,Eldoret,789654
2005 ToyKisumu highlander is full of options ,"1,100,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Kisumu,1000
2005 ToyKisumu Corolla is full options ,"1,000,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,1000
2008 Lexus rx350 is full of options ,"1,500,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Naivasha,2000
TOYKisumu CAMRY ,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
2010 toyKisumu venza,"1,300,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
2010 toyKisumu venza,"1,400,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Mombasa,3000
Honda cr-v,"1,000,000",Honda,CR-V,2004,Foreign,Automatic,,Petrol,,Eldoret,125895
2004 lexus es300,"1,300,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Mombasa,3000
2005 Lexus rx330 ,"1,200,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Nairobi,3000
2010 Lexus rx330,"1,200,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Mombasa,3000
"Tokunbo 2010 ToyKisumu Rav4

","1,600,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Mombasa,67
"2010 ToyKisumu Rav4 FOR SALE

","1,500,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Mombasa,67
"Clean Tokunbo 2010 ToyKisumu Rav4

","1,200,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Kisumu,67
"2010 ToyKisumu Sienna

","1,200,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Nairobi,67
"ToyKisumu Corolla 2001, Automatic","1,000,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Eldoret,25000
2005 Lexus RX 350,"2,500,000",Lexus,RX,2005,Foreign,Automatic,,Petrol,,Eldoret,98
"ToyKisumu Camry 2010, Automatic ","1,300,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,25000
"2012 ToyKisumu Sienna

","1,500,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Eldoret,86
"ToyKisumu Sienna

","1,500,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Nakuru,87
Lexus Rx350 2013 Model full option for sale,"1,750,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Eldoret,98
Lexus Rx350 2013 Model full option for sale,"1,800,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Thika,87
Lexus Rx350 2013 Model full option for saleLexus Rx350 2013 Model full option for sale,"1,850,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Kisumu,90
"ToyKisumu Camry 2002, Automatic ","1,250,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,25000
"ToyKisumu Camry 2003, Automatic ","1,300,000",ToyKisumu,Camry,2003,Foreign,Automatic,,Petrol,,Eldoret,25000
ToyKisumu Highlander Limited 2013 for sale,"1,550,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Eldoret,80
2001 ToyKisumu Matrix,"1,400,000",ToyKisumu,Matrix,2001,Foreign,Automatic,,Petrol,,Eldoret,25000
2011 toyKisumu camry ,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,3000
